ID	example_id	stem_id	example_form	ex_DE	ex_EN	ex_form_IDN	ex_form_IDN_edited
200	10_1685082502_0	10_1685082502	kipikiʔíaʔa	ausschütteln	to shake out	untuk mengguncang	mengguncang
201	10_1685082600_0	10_1685082600	kipikitaʔa	säubern , in Ordnung bringe , jäten (?)	clean , put in order , weed (?)	bersihkan, rapikan, gulma (?)	
202	10_1685082716_0	10_1685082716	ehũaa upiko	Manggisfrucht	Manggis fruit	Buah manggis	
203	10_1685082927_0	10_1685082927	kipikoaʔa	(mit den Fingernägeln) nach etwas schnellen , schnipsen , etwas kneifen , (Insekten) beißen ; beißen lassen	to snap (with the fingernails) at something , snap , pinch something , bite (insects) ; let bite	menjentikkan (dengan kuku) pada sesuatu , menjentikkan , mencubit sesuatu , menggigit (serangga); membiarkan menggigit	
204	10_1685082927_1	10_1685082927	kipikoʔo:i	1. etwas mit den Fingernägeln fortschnellen , wegschnipsen , 2. (mit Pfeilen) schießen	1. flick something away with your fingernails , flick away , 2. shoot (with arrows).	1. menjentikkan sesuatu dengan kuku Anda, menjentikkan , 2. menembak (dengan panah).	
205	10_1685082927_2	10_1685082927	epikoʔo:i	Bogen (zum Pfeile Schießen)	bow (for shooting arrows)	busur (untuk menembakkan anak panah)	
206	10_1685092086_0	10_1685092086	kipikóba	hochschnellen , aufspringen	jump up	melompat	
207	10_1685092086_1	10_1685092086	kipikÓbaʔa	hochschnellen	jump up	melompat	
208	10_1685092086_2	10_1685092086	kipikobÁʔa	aufspringen lassen	jump up	melompat	
209	10_1685092086_3	10_1685092086	hoo bupikóbaʔa	schnellte bereits hoch	already jumped up	sudah melompat	
210	10_1685093240_0	10_1685093240	epikoʔóaʔa ukoyo	das Fangen der Wildschweine mit Schlingen	the catching of wild boars with snares	penangkapan babi hutan dengan jerat	
211	10_1685098651_0	10_1685098651	kipikoʔo:i	1. etwas fortschnellen (mit den Fingernägeln) , wegschnipsen ; 2. (mit Pfeilen) schißen	1. snap something away (with the fingernails) , snap away ; 2. (with arrows) shoot	1. mengambil sesuatu (dengan kuku) , mengambil; 2. (dengan panah) menembak	
212	10_1685098651_1	10_1685098651	eipikoʔo:i	Bogen (zum Pfeile Schießen)	bow (for shooting arrows)	busur (untuk menembakkan anak panah)	
213	10_1685098651_2	10_1685098651	eara uipikoʔo:i	Pfeil	Arrow	Panah	
214	10_1685098651_3	10_1685098651	ebaka	Pfeilspitze	arrowhead	kepala panah	
215	10_1685098651_4	10_1685098651	ekəʔa uãkãhã uipikoʔo:i	Kerbe des Pfeilschaftes	Arrow's notch	Takik panah	
216	10_1685410494_0	10_1685410494	kipĩnã	sehen (jetzt pəa)	see (now pəa)	lihat (sekarang pəa)	
217	10_1685410494_1	10_1685410494	ʔuhoomũpĩnã	ich habe gesehen	I have seen	Saya telah melihat	
218	10_1685410494_2	10_1685410494	eamãmĩnã	besichtigen	to view	untuk melihat	
219	10_1685413725_0	10_1685413725	kipĩnãhãʔã	1. wenden , umkehren , umdrehen (tr) ; 2. sich umdrehen (in)	1. turn , turn around , turn around (tr) ; 2. turn around (in)	1. berbelok, berbalik, berbalik arah (tr); 2. berbalik arah (in)	
220	10_1685413725_1	10_1685413725	ʔua pĩnãhãʔã eheda ukoyo	ich wende das Schweinefleisch (über dem Feuer)	I turn the pork (above the fire)	Saya membalik daging babi (di atas api)	
221	10_1685413725_2	10_1685413725	kia kipĩnãhãʔã kia iʔuohoa	er dreht sich im Bett um	he turns over in bed	dia membalikkan badan di tempat tidur	
222	10_1685413725_3	10_1685413725	eipĩnãhãʔã	Umdrehensinstrument	Turning instrument	Instrumen pemutar	
223	10_1685423947_0	10_1685423947	kipinẽʔẽ:ĩ	altern , alt werden	to age , become old	menua, menjadi tua	
224	10_1685423947_1	10_1685423947	ekaka eʔana hoo pinẽʔẽ:ĩ	jener Mensch ist schon gealtert	that person has already aged	orang tersebut telah berusia lanjut	
225	10_1685424808_0	10_1685424808	kipinə̃kã	gelingen	succeed	berhasil	
226	10_1685424808_1	10_1685424808	kipinə̃kãʔã	machen , tun , sich kümmern um , vorbereiten , Vorbereitungen treffen , behandeln	Make , do , take care of , prepare , make preparations , treat , treat	Membuat, melakukan, mengurus, mempersiapkan, membuat persiapan, memperlakukan, memperlakukan	
227	10_1685424808_2	10_1685424808	kamãpĩnə̃kãʔã	zu- , vorbereiten , zurechtmachen , gelingen , tun	prepare , get ready , succeed , do	persiapkan, bersiap-siap, berhasil, lakukan	
228	10_1685424808_3	10_1685424808	kinĩpĩnə̃kãʔã	vorbereitet werden	to get prepared	untuk bersiap-siap	
229	10_1685424808_4	10_1685424808	eamĩnə̃kãʔã	das Vorbereiten , Vorbereitungen Treffen	the preparing , making of preparations	persiapan, pembuatan persiapan	
230	10_1685424808_5	10_1685424808	enĩpĩnə̃kãʔã	(noun) Zubereitete	(thing) prepared (noun)	(benda) yang disiapkan (kata benda)	
231	10_1685910215_0	10_1685910215	kapĩnĩ	zwischen zwei Stöcken festklemmen , einklemmen , fangen	to clamp , pinch , catch between two sticks	untuk menjepit, mencubit, menangkap di antara dua tongkat	
232	10_1685910215_1	10_1685910215	hoo mãpĩnĩ	bereits eingeklemmt	already trapped	sudah terjebak	
233	10_1685910215_2	10_1685910215	ʔua kapĩnĩ ekoyo ikupado	ich fange ein Wildschwein im Zaun	I catch a wild boar in the fence	Saya menangkap babi hutan di pagar	
234	10_1685910215_3	10_1685910215	kapĩnĩãʔã	mit etwas fangen	catch with something	menangkap dengan sesuatu	
235	10_1685910215_4	10_1685910215	eĩpĩnĩ	Zange , Schere , Klemme	Pliers , scissors , clamp	Tang, gunting, penjepit	
236	10_1685910215_5	10_1685910215	eĩpĩnĩ	Schweinefalle (das Tier wird zwischen zwei Pfählen eingeklemmt)	Pig trap (the animal is trapped between two posts)	Perangkap babi (hewan terperangkap di antara dua tiang)	
237	10_1685910215_6	10_1685910215	enãpĩnĩ	(noun) Eingeklemmte , Gefangene	(thing/person) trapped/imprisoned (noun)	(benda/orang) terperangkap/terkurung (kata benda)	
238	10_1685910758_0	10_1685910758	kaʔapĩnõhóiñã	gierig , lüstern	greedy , lustful	serakah, penuh nafsu	
239	10_1685910758_1	10_1685910758	kia kaʔapĩnõhóiñã iʔioo kaha:uda	er ist lus̈tern nach Frauen	he has a lust for women	dia memiliki nafsu terhadap wanita	
240	10_1685911045_0	10_1685911045	kipinõkãʔã	zubereiten , ordnen	prepare , arrange	mempersiapkan, mengatur	
241	10_1685911113_0	10_1685911113	epĩõpĩõ	Wade	calf	betis	
242	10_1686010286_0	10_1686010286	kipĩʔõ	um- , einwickeln	wrap up	membungkus	
243	10_1686010286_1	10_1686010286	kipĩʔõhṍãʔã	etwas mit etwas umwickeln , einwickeln	to wrap something with something	untuk membungkus sesuatu dengan sesuatu	
244	10_1686010286_2	10_1686010286	dimãmĩʔõhã́ʔã	sie wickelten etwas ein	They wrapped something up	Mereka membungkus sesuatu	
245	10_1686010286_3	10_1686010286	kamũpĩʔõhĩ́ãʔã	sie umwickelt etwas mit etwas	She wraps something with something	Dia membungkus sesuatu dengan sesuatu	
246	10_1686010286_4	10_1686010286	kahapĩʔĩõ ; ʔanõhãpĩʔĩõ	ein , zwei Bündel	one or two bundles	satu atau dua bundel	
247	10_1686010286_5	10_1686010286	epĩʔõhṍãʔã	Einwickelnsmittel , Einwickelmaterial ; Blätter , die zum Anfassen der Nahrung benutzt werden	wrapping means , wrapping material ; Leaves used for handling food	alat pembungkus, bahan pembungkus; Daun yang digunakan untuk menangani makanan	
248	10_1686010540_0	10_1686010540	kipĩʔõ	rösten , braten (in Blättern auf heißer Asche)	roast , fry (in leaves on hot ashes)	panggang, goreng (dalam daun di atas abu panas)	
249	10_1686010540_1	10_1686010540	kidipĩʔõ	gebraten	fried	goreng	
250	10_1686134259_0	10_1686134259	kipiodi	massieren , streicheln	to massage , caress	untuk memijat, membelai	
251	10_1686134259_1	10_1686134259	hoo bupiodi	massierte	massaged	dipijat	
252	10_1686134259_2	10_1686134259	kipipiodi	dauernd , intensiv massieren	to massage continuously/intensely	untuk memijat secara terus menerus/intensif	
253	10_1686134259_3	10_1686134259	kidipiodi	wird massiert	is massaged	dipijat	
254	10_1686134259_4	10_1686134259	epapa kidipiodi	die Wange wird gestreichelt	the cheek is caressed	pipi dibelai	
255	10_1686134259_5	10_1686134259	kidipiodia	wird massiert werden	will be massaged	akan dipijat	
256	10_1686134259_6	10_1686134259	edipiodi	(noun) Massierte	(people) massaged (noun)	(orang) yang dipijat (kata benda)	
257	10_1686134259_7	10_1686134259	eipiodi	Massageinstrument	Massage instrument	Instrumen pijat	
258	10_1686136309_0	10_1686136309	kipíoʔo	defäzieren	defecate	buang air besar	
259	10_1686138349_0	10_1686138349	kipapĩʔõpĩkĩ	runzelig , faltig	wrinkled , wrinkled	berkerut, berkerut	
260	10_1686138470_0	10_1686138470	epĩpĩ	Balustrade	balustrade	langkan	
261	10_1686138617_0	10_1686138617	kipitaya	arm	poor	miskin	
262	10_1686138617_1	10_1686138617	ho mupitaya	war bereits arm	Was already poor	Sudah miskin	
263	10_1686138617_2	10_1686138617	kapitayáha:i	arm machen	make poor	membuat miskin	
264	10_1686138617_3	10_1686138617	epitaya	das Armsein , Armut	poverty	kemiskinan	
265	10_1686138617_4	10_1686138617	edapitayáha:i	(noun) Armgemachte	(people) made poor (noun)	(orang) yang dibuat miskin (kata benda)	
266	10_1686139771_0	10_1686139771	kahapúʔui	hervorquellen	well up	baiklah	
267	10_1686139771_1	10_1686139771	ekiaki kahapúʔui kude eitakoʔa	das Blut quillt aus der Wunde hervor	the blood spurts out of the wound	darah menyembur keluar dari luka	
268	10_1686140891_0	10_1686140891	eupúʔui uudu	Schmarotzerpflanze	parasitic plant	tanaman parasit	
269	10_1686147815_0	10_1686147815	kipṹʔũĩ	zusammenknoten , verknotet	knot together , knotted	simpul bersama, diikat	
270	10_1686147815_1	10_1686147815	epũʔũĩyã	Sippe , Clan	tribe , clan	suku, klan	
271	10_1686147815_2	10_1686147815	epũʔũĩñã	Paar ; Sippe ; Clan	Couple ; Clan ; clan	Pasangan; Klan; marga	
272	10_1686147815_3	10_1686147815	kipamũmũʔũĩ	(Haar , Tau) verwirrt , verknotet	(hair , rope) tangled , knotted	(rambut, tali) kusut, diikat	
273	10_1686147815_4	10_1686147815	emũʔĩñã	Haarknoten der Frauen	Women's hair bun	Sanggul rambut wanita	
275	10_1686147815_6	10_1686147815	eamũʔṹĩyã ukahã́:ṹ	aus Pandanus Geflochtenes	(thing) braided out of Padanus (noun)	(benda) yang dikepang dari Padanus (kata benda)	
276	10_1686148354_0	10_1686148354	kapṹʔũĩ	über jmd beraten , beratschlagen	to (jointly) deliberate about someone	untuk (bersama-sama) berunding tentang seseorang	
277	10_1686148354_1	10_1686148354	kipṹʔũĩ	beschließen	decide on	memutuskan	
278	10_1686148354_2	10_1686148354	kamãmṹʔũĩ	beratschlagen	to (jointly) deliberate	untuk (bersama-sama) mempertimbangkan	
279	10_1686148354_3	10_1686148354	dimũpṹʔũĩ	man berät über etwas	you discuss something	anda mendiskusikan sesuatu	
280	10_1686148354_4	10_1686148354	eamṹʔũĩ	Beratschlagen , Beraten , Planen	the (joint) deliberating , the planning	musyawarah (bersama), perencanaan	
281	10_1686148354_5	10_1686148354	eapṹʔũĩ	Beraten	the advising	nasihat	
282	10_1686148354_6	10_1686148354	eamṹʔũĩ ukaʔá:íʔio	eine Kriegstat verabreden , Krieg planen	to agree on an act of war , to plan a war	untuk menyetujui tindakan perang, untuk merencanakan perang	
283	10_1686148859_0	10_1686148859	kapũʔũĩnã	erfüllt , da sein	to be there , fulfilled	untuk berada di sana, terpenuhi	
284	10_1686148859_1	10_1686148859	hoo apũʔũĩ́nã	es ist erfüllt	It is fulfilled	Terpenuhi	
285	10_1686148859_2	10_1686148859	hoo mũpũʔũĩnã	bereits erfüllt , abgeschlossen , fertig	already fulfilled , completed , done	sudah terpenuhi, selesai, selesai	
286	10_1686148859_3	10_1686148859	eʔapũʔũĩnã	das Genügen , Entsprechen , sich Erfüllen , Vollsein , Nahen , Näherkommen (zeitlich)	the sufficing , corresponding , fulfilling , being full , being near , approaching (temporally) (noun)	yang mencukupi , sesuai , memenuhi , penuh , dekat , mendekati (secara temporal) (kata benda)	
287	10_1686148859_4	10_1686148859	epuʔĩnãhã	Erfüllung	Fulfillment	Pemenuhan	
288	10_1686149024_0	10_1686149024	kahapuʔũĩñã	ein (1) Paar	one (1) pair	satu (1) pasang	
289	10_1687833679_0	10_1687833679	kariorio	scharf (nicht stumpf) sein	be sharp (not blunt).	tajam (tidak tumpul).	
290	10_1687833931_0	10_1687833931	karipo	trübe , unklar	cloudy , unclear	berawan, tidak jelas	
291	10_1687833931_1	10_1687833931	kariporipo	sehr trübe	very cloudy	sangat berawan	
292	10_1687834106_0	10_1687834106	karoo	verfault	rotten	busuk	
293	10_1687834106_1	10_1687834106	yabaroo	es verfaulte	it rotted	itu membusuk	
294	10_1687834106_2	10_1687834106	earoo ipoko	Urethritis (Harnröhrenentzündung , Syphilis)	Urethritis (inflammation of the urethra , syphilis)	Uretritis (radang uretra, sifilis)	
295	10_1687834381_0	10_1687834381	kirobíaʔa	etwas kräuseln (Haare)	to curl (hair)	untuk mengeriting (rambut)	
296	10_1687834381_1	10_1687834381	kidirobíaʔa	wird gekräuselt	is ruffled	adalah mengacak-acak	
297	10_1687834381_2	10_1687834381	eaharobíaʔa	das Kräuseln	the ruffling	mengacak-acak	
298	10_1687834381_3	10_1687834381	edirobíaʔa	(noun) Gekräuselte	(thing) ruffled (noun)	(benda) mengacak-acak (kata benda)	
299	10_1687834381_4	10_1687834381	eorobíaʔa	Mittel zum Kräuseln	Means for curling	Berarti untuk pengeritingan	
300	10_1687835115_0	10_1687835115	karobuki	beschenken	to gift	untuk hadiah	
301	10_1687835115_1	10_1687835115	ʔua karobuki ekaka eʔana iʔioo upaici	ich beschenke jenen Menschen mit einem Haumesser	I gift that person with a cleaver	Saya menghadiahi orang itu dengan golok	
302	10_1687835115_2	10_1687835115	ʔua karobukiaʔa epaici	ich (ver)schenke ein Haumesser	I'm giving away a knife ; I'll give you a cleaver	Aku akan memberikan pisau; Aku akan memberimu golok	
303	10_1687835115_3	10_1687835115	epaici eʔana kidiparobukiaʔa	jenes Haumesser wird geschenkt	that cutting knife is given as a gift	pisau pemotong itu diberikan sebagai hadiah	
304	10_1687835115_4	10_1687835115	eparobuki	das Schenken , Überreichen ; Zusammenkunft , die vor der Hochzeit stattfindet und auf der Geschenke gegeben werden	the giving , handing over ; Gathering that takes place before the wedding and where gifts are given	pemberian, penyerahan; Pertemuan yang terjadi sebelum pernikahan dan di mana hadiah diberikan	
305	10_1687835115_5	10_1687835115	karorobuki	jmd zu beschenken pflegen	usually/normally give gifts to someone	biasanya/biasanya memberikan hadiah kepada seseorang	
306	10_1687835115_6	10_1687835115	eʔarobúka	beweglicher Besitz eines(r) Verstorbenen	movable property of a deceased person	harta benda bergerak dari orang yang telah meninggal	
307	10_1687835248_0	10_1687835248	kiparodíaʔa	rächen , vergelten	avenge , retaliate	membalas, membalas	
308	10_1687835248_1	10_1687835248	kiparaodi hii	sich rächen an	take revenge on	membalas dendam pada	
309	10_1687835248_2	10_1687835248	kiparada:odi	etwas vergelten , rächen	to retaliate , to take revenge	untuk membalas, untuk membalas dendam	
311	10_1687835537_0	10_1687835537	karonõmẽãʔã	(Läuse) krabbeln	(lice) crawl	(kutu) merangkak	
312	10_1687835696_0	10_1687835696	eʔaropóʔa	Grundbesitz eines(r) Verstorbenen	land of a deceased person	tanah orang yang sudah meninggal	
313	10_1687835696_1	10_1687835696	karoporopo	schmutzig	dirty	kotor	
314	10_1687835696_2	10_1687835696	eʔapoʔo:u karoporopo	meine Hand ist schmutzig	My hand is dirty	Tanganku kotor	
315	10_1687835804_0	10_1687835804	Kaʔaropo	Name eines (Sub)Clans	Name of a (sub) clan	Nama (sub) marga	
316	10_1687835991_0	10_1687835991	dabaʔaropõõ	sie verbringen zwei Nächte	they spend two nights	mereka menghabiskan dua malam	
318	10_1687836278_0	10_1687836278	ediparoropo ukai ukapii eoʔaha:əda	das Gras ist das Üppig-Gemachte des Kuhdungs	the grass is the richness of the cow dung	rumput adalah kekayaan dari kotoran sapi	
319	10_1687836652_0	10_1687836652	karua ekitai	betrübt , bestürzt sein	to be sad , dismayed	menjadi sedih, kecewa	
320	10_1687836652_1	10_1687836652	kabarua ekitaidia	er ist traurig , betrübt , bestürzt	he is sad , saddened , dismayed	dia sedih, sedih, kecewa	
321	10_1687836652_2	10_1687836652	earuaha ukitai	das Betrübtsein	the sadness	kesedihan	
322	10_1687836652_3	10_1687836652	eitarua ubaha:u	Besorgtheit , Besorgnis , Kummer	Anxiety , concern , sorrow	Kecemasan, kekhawatiran, kesedihan	
323	10_1688642764_0	10_1688642764	karua	zählen , rechnen	count , calculate	menghitung, menghitung	
324	10_1688642962_0	10_1688642962	kiparubei	vermengen , verkehren mit	mix , associate with	mencampur, bergaul dengan	
325	10_1688642962_1	10_1688642962	hoo parubei	mischte bereits	already mixed	sudah tercampur	
326	10_1688642962_2	10_1688642962	ʔua parubei hii kia	ich verkehre mit ihm	I hang out with him	Aku bergaul dengan dia	
327	10_1688642962_3	10_1688642962	ediparubeiyaʔa	das , was vermengt wird	that which is mixed	apa yang tercampur	
328	10_1688875135_0	10_1688875135	kiparudu	versammeln	gather	mengumpulkan	
329	10_1688875135_1	10_1688875135	hoo aparudu	sich versammelt haben	have gathered (reflexive)	telah berkumpul (refleksif)	
330	10_1688875135_2	10_1688875135	kiparuduʔudi	sich versammeln	gather together (reflexive)	berkumpul bersama (refleksif)	
331	10_1688875135_3	10_1688875135	kiparudúʔui	etwas einsammeln , sich versammeln	collect something , gather together	kumpulkan sesuatu, kumpulkan bersama	
332	10_1688875135_4	10_1688875135	kipaharudúʔui	sammeln , beisammen bringen	collect , bring together	mengumpulkan, menyatukan	
333	10_1688875135_5	10_1688875135	eparudua	Versammlungsort , Zusammenkunft , Versammlung	meeting place , gathering , gathering	tempat pertemuan, pertemuan, pertemuan	
334	10_1688875135_6	10_1688875135	eparudu	Zusammenkunft	meeting	pertemuan	
335	10_1688875135_7	10_1688875135	epaharudúʔui	Versammlung , Zusammenkunft , das Ein- , Versammeln (tr)	assembly , gathering , collecting , assembling (tr)	perakitan, pengumpulan, pengumpulan, perakitan (tr)	
336	10_1688899227_0	10_1688899227	karuduka	angezündet	set on fire	dibakar	
337	10_1688899227_1	10_1688899227	earuduka	das Brennen	the burning	pembakaran	
338	10_1688899357_0	10_1688899357	karuduka	sich zurückziehen	to withdraw	untuk menarik diri	
