ID;stem_IDN2;stem_EN;stem_DE;stem_form;stem_id;kms_Alphabet;kms_page;kms_entry_no
1750;Nama laki-laki;Male name;Männername;Kipaʔiəda;11_1684833114;k;150;3
1752;Ray;Ray;Rochen;ekipəda;11_1684833595;k;150;5
1759;Spesies ikan;Fish species;Fischart;ekitàʔapúʔa;11_1684912975;k;151;2
1760;Buku;Book;Buch;ekitaʔaua;11_1684913387;k;151;3
1761;Tamu;Guest;Gast;ekitabo;11_1684913499;k;151;4
1764;satu bagian, potongan, setengah (laki/perempuan/netral);a part , a cut , half (m/f/n);ein Teil, eine Schnitte, halbe(r/s);kitahã́:ṍhõ;11_1684915330;k;151;7
1765;kelabang (berbisa);centipede (venomous);Tausendfüßler (giftig);ekitaháu;11_1684915387;k;151;8
1768;"isi perut, perut, perut; pendapat, pemikiran";"entrails , belly , abdomen ; opinion , thought(s)";"Eingeweide, Bauch, Leib; Meinung, Gedanke(n)";ekitai;11_1684915681;k;151;11
1769;Span;Span;Span;ekitapá:íya;12_1684852987;k;152;1
1770;"(""yang terperangkap"" (m/n/f) =) janda selama masa berkabung resmi";"(""the trapped"" (m/n/f) =) widow(er) during the official mourning period";"(""d Eingeschlossene"" =) Witwe(r) während der offiziellen Trauerzeit";ekitá:úʔuo;12_1684853273;k;152;2
1771;Spesies pohon, kayu besi;Tree species , iron wood;Baumart, Eisenholz;ekitee;12_1684853463;k;152;3
1773;kepiting pantai;beach crab;Strandkrebs;ekitepóʔa;12_1684913823;k;152;5
1774;semua, secara keseluruhan, cukup;all , overall , quite;alle, insgesamt, ganz;kítera;12_1684914315;k;152;6
1776;Makanan untuk festival Eakalea;The food for the Eakalea festival;die Nahrungsmittel für das eakalea-Fest;ekitəda;12_1684987761;k;152;8
1778;Lada Spanyol;Spanish pepper;spanischer Pfeffer;ekitikiti;12_1684988147;k;152;10
1782;Hiu;Shark;Hai;ekito;12_1684989249;k;153;3
1783;"spesies pohon; hiasan kepala yang terbuat dari daun yang sama; Daun juga digunakan untuk membungkus nasi dll";"tree species ; headdress made of leaves of the same ; Leaves also used for wrapping rice etc";"Baumart ; Kopfbedeckung aus Blätern derselban ; Blätter auch benutzt zum Einwickeln von Reis usw";ekitohe;12_1684989553;k;153;4
1789;angin;wind;Wind;ekíu;15_1684800056;k;154;1
1792;Spesies ikan;Fish species;Fischart;ekiʔuda:ixo;15_1684804708;k;154;4
1793;Ikan sungai;River fish;Flußfisch;ekiʔudi;15_1684805120;k;154;5
1794;Nama laki-laki;Male name;Männername;kiuĩ́ĩ́;15_1684805348;k;154;6
1795;parkit;parakeet;Edelsittich;ekiuʔi;15_1684805624;k;154;7
1797;Tanaman parasit;Parasite plant;Schmarotzerpflanze;ekĩ́ũkĩ̀ũ;15_1684806398;k;154;9
1798;wanita yang telah melahirkan dalam waktu seminggu;woman who has given birth within a week;Wöchnerin;ekiumõũ;15_1684806553;k;154;10
1799;bulan;moon;Mond;ekiʔúnã;15_1684806676;k;154;11
1800;Spesies ikan;Fish species;Fischart;ekiʔupopo;15_1684807246;k;154;12
1801;(Kata pinjaman?) Bahasa Mandarin;(Loan word?) Chinese;(Lehnwort?) chinesisch;kiyai;15_1684807701;k;154;13
1809;Ayam hutan;Forest chicken;Waldhuhn;ekṍãʔã;15_1684893401;k;155;7
1812;Wajan penggorengan, panci;Frying pan , saucepan;Bratpfanne, Kochtopf;ekoadi;15_1684893698;k;155;10
1813;setan;a demon;ein Dämon;ekoʔadodo;15_1684893870;k;155;11
1814;Cradle;Cradle;Wiege;ekoʔáe;15_1684893954;k;155;12
1817;tengah malam;midnight;Mitternacht;koʔa kapũũ;17_1684850799;k;156;2
1820;Tikus, tikus;Mouse , rat;Maus, Ratte;ekõʔãnũ;17_1684851094;k;156;5
1823;Tombak berburu;Hunting spear;Jagdspeer;ekobaʔa;10_1683772590;k;157;1
1824;Spesies ikan;Fish species;Fischart;ekobarúku;10_1683772847;k;157;2
1825;Keringat;Sweat;Schweiß;ekobituu;10_1683773019;k;157;3
1828;Bagian depan paha;Front of the thigh;Vorderseite des Oberschenkels;ekodekode uaparaa;10_1683773971;k;157;6
1830;membayangi;overshadow;überschatten;kadío;10_1683775900;k;157;8
1833;Lada Spanyol;Spanish pepper;spanischer Pfeffer;ekodoko;10_1683777480;k;158;2
1836;"iblis , setan (laki-laki / perempuan) , hantu ; orang asing";"devil , demon (m/f) , ghost ; stranger";"Teufel, Dämon(in), Gespenst; Fremdling";ekoʔeʔe;10_1683778683;k;158;5
1838;Spesies burung;Bird species;Vogelart;ekoʔepãnũ;10_1684025477;k;158;7
1839;keturunan;offspring;Nachkommen(schaft);ekofifi;10_1684025596;k;158;8
1844;gubuk, kaca depan;hut , windshield;Hütte, Windschirm;ekohéaʔa;10_1684206125;k;159;2
1846;Spesies ikan;Fish species;Fischart;ekohéka;10_1684207132;k;159;4
1848;menghirup, menghisap;slurp , suck;schlürfen, saugen;kohoo;10_1684208788;k;159;6
1852;Gunung, bukit;Mountain , hill;Berg, Hügel;ekóho:i;10_1684210250;k;160;3
1855;cucu;grandchild;Enkel;ekõhõpĩõ;10_1684216575;k;160;6
1856;untuk berjalan (berkeliling);to walk (around);(herum)gehen;koi;10_1684234186;k;160;7
1857;Buka, lepaskanǃ (bentuk tunggal);Open , let goǃ (sg);öffne, laß losǃ;koi;10_1684234902;k;160;8
1860;umbi (buah);tuber(fruit);Knolle(nfrucht);ekoi;10_1684235502;k;161;2
1861;Spesies pohon;Tree species;Baumart;ekõʔĩãõ;10_1684235787;k;161;3
1863;Spesies pohon;Tree species;Baumart;ekõʔĩñãũ;10_1684236047;k;161;5
1868;beatǃ (bentuk tunggal);beatǃ (sg);schlageǃ;koko;10_1684237178;k;161;10
1872;berkeringat;to sweat;schwitzen;kokodio;10_1684290988;k;162;3
1875;lumut;moss;Moos;ekokoho:ibu;10_1684291678;k;162;6
1880;Peniruan suara untuk kotek ayam;Sound imitation for chicken cackling;Lautnachahmung für das Gackern von Hühnern;kokokoko;10_1684293365;k;163;1
1889;Bangau;Heron;Fischreiher;e[ʔ]akõmãʔã;10_1685054848;k;164;5
1890;bangau;heron;Reiher;eakõmãʔã:õ;10_1685055498;k;164;6
1891;Roh, hantu;Spirit , ghost;Geist, Gespenst;ekomãkũũ;10_1685056239;k;164;7
1894;lalat menggigit kecil;tiny biting flies;winzige Stechfliegen;ekõmẽʔãũ;10_1685058131;k;165;3
1898;Gusi;Gums;Zahnfleisch;ekõmũkaʔa;10_1685071402;k;165;7
1899;"(""Anakan dari label pada kalung"" =) Jenis kerang";"(""Sapling of the tag on the necklace"" =) Mussel type";"(""Schößling des Anhängsels an der Halskette"" =) Muschelart";ekomũmṹṹ uʔodoko;10_1685071684;k;165;8
1903;mengatur arah untuk sesuatu, mengarahkan untuk sesuatu (bentuk tunggal);set course for something! , steer for something! (sg);nimm Kurs auf etwas!, steure auf etwas los!;kõõnãʔã;10_1685072477;k;165;12
1904;sebenarnya, pada kenyataannya;in truth , in reality;in Wahrheit, in Wirklichkeit;konãmũ;10_1685072626;k;165;13
1908;Perancah di atas kompor;Scaffolding over the stove;Gerüst über dem Herd;ekõnõĩñã;19_1683686144;k;166;3
1911;jauh;far away;weit entfernt;kõnõnã;19_1683686986;k;166;6
1914;kesemutan;tingle;prickeln;kõnõʔo:i;19_1683689302;k;166;9
1917;Batang, batang, tulang rusuk daun, nipahqalme;Stem , stem , leaf rib , nipahqalme;Stiel, Stengel, Blattrippe, Nipahqalme;ekõʔõ;19_1683690731;k;167;2
1920;Spesies ikan;Fish species;Fischart;ekoʔóaha;19_1683691121;k;167;5
1928;Jenis kerang;Mussel type;Muschelart;ekóʔoi;19_1683761036;k;168;1
1930;Area kemaluan;Pubic area;Schamgegend;ekõʔõ:ĩ;19_1683761460;k;168;3
1932;Rambut putih;White hair;weiße Haare;ekõʔṍ:ĩ́ʔĩ;19_1683761862;k;168;5
1933;Berdoa!;Pray!;bete!;koʔokaʔa;19_1683762001;k;168;6
1934;inti;core;Kern;ekõʔõkãʔã;19_1683762045;k;168;7
1935;tengah malam;midnight;Mitternacht;kõʔõ kapũ̄;19_1683762152;k;168;8
1936;Spesies pohon;Tree species;Baumart;ekoʔokáyo;19_1683762313;k;168;9
1937;Kembali, dinding belakang;Back , back wall;Rückseite, Rückwand;ekoʔoki;19_1683762397;k;168;10
1939;beranda, beranda;porch , veranda;Vorbau, Veranda;ekõʔõmã;19_1683762753;k;168;13
1940;"orang asing (sekarang umum); Iblis";"stranger (now common) ; Devil";"Fremdling (jetzt gebräuchlich); Teufel";ekõʔõmãñõ;19_1684102947;k;169;1
1942;tikar / alas;mat/pad;Unterlage;ekoʔorixi;19_1683763338;k;169;3
1943;berada pada suatu sudut;to be at an angle;schräg sein;koʔo:u;19_1683763449;k;169;4
1946;burung beo hijau;green parrot;grüner Papagei;ekoparía:u;19_1683781200;k;169;7
1947;cacing, ulat;worm , caterpillar;Wurm, Raupe;ekõpẽnẽ;19_1683781303;k;169;8
1948;Spesies ikan;Fish species;Fischart;ekopeʔudu;19_1684103724;k;169;9
1949;Fragmen;Fragment;Bruchstück;ekopi;19_1683781496;k;169;10
1953;Keturunan;Offspring;Nachkommenschaft;ekopipi;19_1683782707;k;170;2
1954;Ikan kecil yang menyengat;Small stinging fish;kleiner stechender Fisch;ekopita;19_1683782742;k;170;3
1956;burung beo hijau;green parrot;grüner Papagei;ekopodía:u;19_1683783373;k;170;5
1957;sumsum;marrow;das Mark;ekoporiʔío;19_1683783602;k;170;6
1961;Sulur tanaman Colocasia;Tendril of the Colocasia plant;Ranke der Colocasia-Pflanze;ekorea;19_1684104134;k;171;2
1962;Spesies burung;Bird species;Vogelart;ekoréa:o;19_1684104184;k;171;3
1969;Bayangan;Shadow;Schatten;ekoroha:iya;19_1684105777;k;171;10
1971;Gusi;Gums;Zahnfleisch;ekoroko ukaʔa;19_1684106198;k;172;1
1973;sumsum;marrow;das Mark;ekoropiʔío;19_1684106600;k;172;3
1975;babi domestik;domestic pig;Hausschwein;ekoyo;19_1684107379;k;172;5
1988;inti;core;Kern;ekṹãʔaʔkũ̀ãʔã;19_1684359116;k;174;2
1989;tombak;spear;Speer;ekuʔábo;19_1684359201;k;174;3
1992;rakit;the raft;das Floß;ekũʔãhã;19_1684359405;k;174;6
1994;Karang jari;Finger coral;Fingerkoralle;ekuahá:iyo;19_1684359725;k;174;8
1995;Tukang obat;Medicine man;Medizinmann;kuʔaha:iyo;19_1684359857;k;174;9
2000;master;master;Herr;kuanĩ;15_1683512365;k;175;2
2001;Kapan? - untuk masa lalu;When? - for the past;wann? - für die Vergangenheit;kuanõ;15_1683513237;k;175;3
2003;Nama laki-laki;Male name;Männername;Kubaʔeara;15_1683514040;k;175;5
2006;setengah depa;half a fathom;halber Klafter;kubihía:i;15_1683514621;k;175;8
2015;"dari...(lokasi); sebagai (dengan pembanding)";"from...(location) ; as (with the comparative)";"von ... her (Ortsangabe); als (beim Komparativ)";kude i-;15_1683517713;k;175;17
2018;hutan;jungle;Urwald;ekudio;15_1683625496;k;176;3
2020;Kuda;Horse;Pferd;ekudo;15_1683626445;k;176;5
2021;"Tubuh; Batang, batang";"Body ; Trunk , stem";"Körper; Stamm, Stengel";ekudodo;15_1683627055;k;176;6
2022;orang kaya (orang m/f);the rich (person m/f);der, die Reiche;ekudodo;15_1683630208;k;176;7
2024;Perahu layar;Sailboat;Segelboot;ekudoʔəada;15_1683685687;k;177;1
2027;lidah tanah;tongue of land;Landzunge;ekudu;15_1683689571;k;177;4
2029;tidak, tidak;not , no;nicht, nein;kue;15_1683689874;k;177;6
2030;Hutan;Forest;Wald;ekue;15_1683690094;k;177;7
2032;kura-kura;tortoise;Seeschildkröte;ekuha;15_1683690720;k;177;9
2044;gelang kaki;anklet;Fußangel;ekúhua;15_1683777855;k;179;2
2045;gelang kaki;anklet;Fußangel;eũkṹhũã;15_1683778606;k;179;3
2050;Nama laki-laki;Male name;Männername;Kuiʔa:iyo;15_1684078434;k;180;2
2052;ukiran kepala burung di batang perahu;carved bird's head on the stem of the boat;geschnitzter Vogelkopf am Bootssteven;ekuʔiʔiau;15_1684658052;k;180;4
2053;Spesies burung;Bird species;Vogelart;ekuikui;15_1684078768;k;180;5
2055;"benar-benar , benar , sebenarnya , serius (penyakit) , sangat ; sangat ; cukup ; tubuh (anak)";"really , true , actually , seriously (diseases) , strictly ; very ; quite ; bodily (child)";"wirklich, wahr, tatsächlich, ernstlich (Krankheiten), strikt; sehr; ganz; leiblich (Kind)";kúinãnãʔã;15_1684658557;k;180;7
2067;seolah-olah;as if;als ob;kũkũhũũ;15_1684206625;k;182;7
2076;Ekor ikan;Fish tail;Fischschwanz;ekukuʔuíʔo uʔa:iyo;15_1684275869;k;183;8
2077;Buah yang menyebabkan mual saat Anda memakannya;Fruit that causes nausea when you eat it;Frucht, die Übelkeit verursacht, wenn man sie ißt;ekukuʔúiyo;15_1684276172;k;183;9
2078;dari ...;from ...;von ... her;kule u-;15_1684373691;k;183;10
2079;lalat menggigit kecil;tiny biting flies;winzige Stechfliegen;ekũmãʔãũ;15_1684373881;k;183;11
2080;"Kayu silang tempat ubi digantung; Itu bertumpu secara horizontal pada dua tiang";"Crosswood from which Yams are hung ; It rests horizontally on two stakes";"Querholz, an das Yams aufgehängt werden; es ruht waagerecht auf zwei pfählen";ekũmãkĩã;15_1684374120;k;183;12
2081;Jenis iblis yang seharusnya berada di gua batu;Demon type that is supposed to be in stone caves;Dämonenart, die sich in Steinhöhlen aufhalten soll;ekũmãkũũ;15_1684375576;k;183;13
2082;Spesies pohon;Tree species;Baumart;ekũmãnũã;15_1684375911;k;183;14
2083;lalat menggigit kecil;tiny biting flies;winzige Stechfliegen;ekũmẽhãʔãhõ;15_1684376084;k;183;15
2090;untuk menombak (ikan);to spear (fish);speeren (Fische);kuna;17_1683958752;k;184;7
2094;untuk membatalkan (intr);to cancel (intr);abbrechen (intr);kunãʔã;17_1683960052;k;185;1
2096;area memasak yang terbuat dari tiga batu;cooking area made of three stones;Kochstelle aus drei Steinen;ekũnã:ĩnõ;17_1683982202;k;185;3
2098;Klitoris;Clitoris;Clitoris;ekunĩnĩ;17_1683982995;k;185;5
2099;Bagian belakang paha;Back of the thigh;Rückseite des Oberschenkels;ekũnũnṹhũã uiʔo;17_1683983407;k;185;6
2101;Pohon, kayu, tiang pancang;Tree , wood , stake;Baum, Holz, Pfahl;ekuo;17_1683987889;k;185;8
2102;Jaket, pakaian yang terbuat dari kulit pohon;Jacket , clothes made of bast;Jacke, Kleidung aus Baumbast;ekuʔodo;17_1683988962;k;185;9
2103;ginjal;kidney;Niere;ekuoho;17_1683989044;k;185;10
2107;pagar (tiang), pagar betis;fence(post) , palisade;Zaun(pfahl), Palisade;ekupado;17_1684155768;k;186;2
2113;bengkak;swollen;geschwollen;kupo;17_1684158039;k;186;8
2114;hutan;jungle;Urwald;ekurio;17_1684158091;k;186;9
2118;tanjung, titik terluar;cape , outermost point;Kap, äußerster Punkt;ekuru;17_1684243453;k;187;1
2119;kacamata renang;swimming goggles;Taucherbrille;ekuruhuáʔa ubaka;17_1684243567;k;187;2
2120;Kumbang;Beetle;Käfer;ekṹʔũ;17_1684243719;k;187;3
2124;Spesies ikan;Fish species;Fischart;ekúʔua;17_1684245096;k;187;7
2128;kumbang badak;rhinocerous beetle;Nashornkäfer;ekṹʔũã;17_1684246208;k;187;11
2130;Spesies tombak;Lance species;Lanzenart;ekuʔuábo;17_1684674888;k;188;1
2132;Dahi;Forehead;Stirn;ekṹʔũĩ;17_1684675317;k;188;3
2133;Tulang pinggul;Hip bone;Hüftknochen;ekũʔukúʔu;17_1684675454;k;188;4
2134;"1. 1. kerut mata; 2. spesies pisang";"1. eye wrinkle ; 2. banana species";"1. Augenfalte; 2. Bananenart";ekuʔukuʔu ubaka;17_1684675601;k;188;5
2136;Spesies burung;Bird species;Vogelart;ekuʔupãnũ;17_1684675767;k;188;7
2138;l hanya muncul dalam dialek barat dan setara dengan d (= r);l only occurred in the west dialect and is equivalent with d (= r);l kam nur im West-Dialekt vor und ist mit d (= r) gleichwertig;l;17_1684822690;l;188;1
2139;Mereka (Orang Ketiga Jamak);They (3rd Person Plural);sie (3. Pl);la -;17_1684822776;l;188;2
2141;Pada malam hari (Francis Lako Aisje);At night (Francis Lako Aisje);nachts (Francis lako aisje);lakoʔa:ixa;17_1684822947;l;188;4
2142;Fathom;Fathom;Klafter;lau;17_1684822995;l;188;5
2148;pemakaian;the wearing;das Tragen;ealole;17_1684823505;l;188;11
2149;"Tanah, bumi; Cuaca";"Land , earth ; Weather";"Land, Erde; Wetter";elopo;15_1687835758;l;189;1
2150;cepatlah kemari! (bentuk tunggal);hurry here! (sg);eile herbeiǃ;luluka;15_1687835882;l;189;2
2151;Bentuk dasar dengan m- mungkin muncul dari prenasalisasi p-;Stems with m- may have arisen from prenasalization of p-;Stämme mit m- können durch Pränasalierung von p- entstanden sein;m;15_1687836139;m;189;1
2152;Awalan verbal;Verbal prefix;Verbalpräfix;m-;15_1687836266;m;189;2
2153;tetapi (akhiran/sufiks yang memberi penekanan);but (emphasis suffix);doch (Hervorhebungssuffix);-mãʔã;15_1687836349;m;189;3
2154;"tidak berdasar; sia-sia; begitu saja";"groundless ; vain ; just like that";"grundlos; vergeblich; ohne weiteres";-mãʔãnã́põnãʔã;15_1687836460;m;189;4
2155;asosiasi desa, masyarakat desa;village association , village community;Dorfverband, Dorfgemeinschaft;mãʔã́õã;15_1687836798;m;189;5
2157;juga;also;auch;-mãhã;15_1687836976;m;189;7
2158;juga;also;auch;-mãhã:ẽ;15_1687837038;m;189;8
2159;Nama sebuah desa di Karukua;Name of a village at Karukua;Name eines Dorfes bei Karukua;Mãhãmẽ;15_1687837135;m;189;9
2160;jenis pisang;type of banana;Bananenart;emãhãmẽ;15_1687837230;m;189;10
2161;emas;gold;Gold;emãhĩ;15_1687837375;m;189;11
2162;"Jika tidak, sebaliknya ; dalam kasus ; tampaknya, mungkin";"Otherwise , otherwise ; in case ; apparently , possibly";"andernfalls, sonst; falls etwa; anscheinend, möglicherweise";mãhĩkũã;15_1687837569;m;189;12
2163;Spesies ikan;Fish species;Fischart;emãhĩnṍkẽ;15_1687837650;m;189;13
2164;Spesies burung;Bird species;Vogelart;emãhõkãkĩ;15_1687837762;m;189;14
2165;Spesies pohon;Tree species;Baumart;ema:inãʔá:úa:i;15_1687838004;m;189;15
2166;Jenis cacing yang menggali ke dalam tanah;Type of worm that burrows into the ground;Wurmart, die sich in die Erde eingräbt;emakə́na;15_1687838137;m;189;16
2167;Tempat di Enggano;Place in Enggano;Ort auf Enggano;Malakõnĩ;15_1687838257;m;189;17
2168;berlubang, berlubang;hollow , hollowed out;hohl, ausgehöhlt;mãmãhãnĩ;15_1687838398;m;189;18
2169;Pulau;Island;Insel;emãnã:ĩñã;15_1687838549;m;189;19
2172;karena, untuk;because , for;weil, denn;mẽ;15_1687839121;m;190;3
2173;"tapi ya , hanya (kata sandang) (""doch"" dalam bahasa Jerman adalah partikel modal)";"but yes , only (patchword) (""doch"" in German is a modal particle)";doch, nur (Flickwort);-mẽ;15_1688034398;m;190;4
2174;Kucing;Cat;Katze;emẽ́ãũ;15_1688034962;m;190;5
2175;Bekal, bekal, makanan, makanan tambahan;Provisions , provision , food , extra food;Proviant, Wegzehrung, Essen, Zukost;emẽhẽ;15_1688035174;m;190;6
2183;Papan, papan, lantai, pusaka;Board , plank , floor , heirlooms;Brett, Planke, Fußboden, Erbstücke;emẽnã́:ṹhũã;15_1688050835;m;190;14
2184;Arak kelapa sawit;Palm wine;Palmwein;emẽnõ;15_1688050929;m;190;15
2185;Mengapa, mengapa?;Why , why?;weshalb, warum?;mẽõ;15_1688051486;m;191;1
2186;Tempat di Enggano;Place in Enggano;Ort auf Enggano;Mẽṍʔõ;15_1688051550;m;191;2
2189;jenis pisang;type of banana;Bananenart;emə̃mə̃nãã;15_1688053208;m;191;5
2191;celemek, ikat pinggang;apron , waistband;Schurz, Leibbinde;eĩmĩĩ;15_1688054163;m;191;7
2195;jenis pisang;type of banana;Bananenart;emĩkãnṍãhã:ĩ;15_1688122814;m;192;1
2197;telur atau anakan kutu atau serangga parasit lainnya, terutama telur kutu kepala yang menempel pada rambut manusia.;nit;Nisse;emĩkĩõ;15_1688123376;m;192;3
2198;burung bersenandung;humming-bird;Kolibri;emĩkõ;15_1688123424;m;192;4
2204;palem Areng;Areng palm;Arengpalme;emĩnũmĩnũ;15_1688124475;m;192;10
2206;Minyak;Oil;Öl;emĩñãʔã;15_1688124911;m;192;12
2207;Ujung pisau;Knife tip;Messerspitze;emĩũ upakamãĩ;15_1688125085;m;192;13
2209;Rumah jagal, penyakit rumah jagal (?);Slaughterhouse , slaughterhouse disease (?);Schlachtplatz, Schlachtplatzkrankheit (?);emṍã;15_1688197608;m;193;1
2210;"lain/lainnya; selain itu";"another/other ; aside from that";"andere(r/s) ; außerdem";mõhõ;15_1688197962;m;193;2
2211;banyak, menjadi banyak;a lot , be numerous;viel, zahlreich sein;mõkõ;15_1688198331;m;193;3
2214;Spesies pohon;Tree species;Baumart;emõmõ;15_1688199053;m;193;6
2215;capung;dragon-fly;Libelle;emõmõ;15_1688199098;m;193;7
2222;(dia/ia) sendiri;(him/her/it)self;selbst;mṍnĩnãʔã;15_1688200087;m;193;14
2224;ukiran kepala burung di ujung perahu;carved bird's head on the stem of the boat;geschnitzter Vogelkopf am Bootssteven;emõnõĩ;15_1688202006;m;194;2
2227;kepang! (bentuk tunggal);braid! (sg);flichtǃ;mṍʔõ:ũ;15_1688202488;m;194;5
2229;Awalan verbal;Verbal prefix;Verbalpräfix;mũ-;15_1688203378;m;194;7
2230;Anda (akhiran/sufiks posesif/kepemilikan tunggal);Your (sg possessive suffix);dein (Possessivsuffix);-mũ;15_1688203453;m;194;8
2233;Spesies pohon;Tree species;Baumart;emũʔãmũʔã;15_1688203678;m;194;11
2234;sanggul rambut wanita;women's hair bun;Haarknoten der Frauen;emũʔĩñã;15_1688203770;m;194;12
2240;Jenis ikan laut;Seafish type;Seefischart;emũnĩʔã;10_1689483784;m;195;6
2241;bunga;flower;Blume;emũõõ;10_1689483838;m;195;7
2242;Kucing liar;Wildcat;Wildkatze;emusaa;10_1689483882;m;195;8
2243;pot tanah;earthen pot;irdener Topf;emũʔṹhũã;10_1689483932;m;195;9
2245;Kata yang diawali dengan k- dapat diubah menjadi d- , r- atau n- dengan prenasalisasi;Word stems with k- can be changed to d- , r- or n- by prenasalization;Wortstämme mit k- können durch Pränasalierung in d-, r- oder n- verändert werden;n;10_1689484146;n;195;11
2246;mereka (awalan pronominal untuk orang ketiga jamak);they (pronominal prefix of the 3rd Person Plural.);sie (pronominales Präffix der 3.Pl.);nã-;10_1689484258;n;195;12
2247;sebelum pernyataan yang mengacu pada waktu di masa depan;before statements referring to times in the future;vor Zeitangaben der Zukunft;nã-;10_1689484421;n;195;13
2248;mereka (akhiran/sufiks posesif/kepemilikan dari Orang Ketiga Jamak);their (possesive suffix of the 3rd Person Plural);ihr(e) (Possessivsuffix der 3.Pl);-nã;10_1689484729;n;196;1
2251;setelah itu;afterwards;nachher;nãʔãã;10_1689592732;n;196;5
2252;seseorang , yang (sg/pl?) kakak laki-lakinya meninggal;someone , whose (sg/pl?) older brother died;jmd, dessen (deren?) älterer Bruder gestorben ist;nãʔãhã:ĩyã;10_1689593555;n;196;6
2253;adik perempuan yang sudah meninggal/meninggal;late/deceased younger sister;verstorbene jüngere Schwester;enãʔãhĩã;10_1689593732;n;196;6
2255;setelah itu;afterwards;nachher;nãʔãnĩ;10_1689594037;n;196;8
2257;Spesies ikan;Fish species;Fischart;enãʔã́:ṍʔõã;10_1689596918;n;197;1
2258;Jenis ikan laut;Seafish type;Seefischart;eanãʔã́:ṍʔõã;10_1689597021;n;197;2
2259;"Buaya; Leluhur, kakek-nenek";"Crocodile ; Ancestor (s) , grandparents";"Krokodil; Vorfahr(en), Großeltern";enãʔãpũã;10_1689597605;n;197;3
2260;Spesies pohon;Tree species;Baumart;enãʔá:úa:i;10_1689597790;n;197;4
2261;Ibu, ibu mertua;Mother , mother-in-law;Mutter, Schwiegermutter;nãẽ;10_1689598407;n;197;5
2262;kutu;louse;Laus;enãẽ;10_1689598452;n;197;6
2264;ibu dari (sg/pl) ..;mother of the (sg/pl)..;Mutter des (der) ..;nãhã ..;10_1689598634;n;197;8
2265;rambut halus di dagu;downy hairs of the chin;Flaum(haare) des Kinns;enãhã́õã uporoʔo:ipo;10_1689598717;n;197;9
2266;"Janda; Istri yang sudah meninggal";"Widow ; Deceased wife";"Witwe; verstorbene Ehefrau";enãhã:õnãhã;10_1689598944;n;197;10
2267;"Kami (ekslusif; Akhiran/Sufiks posesif/kepemilikan Orang Pertama Jamak eksklusif)";"Our (ex ; Possessive Suffix 1st Person Plural exclusive)";"unser (ex; Possessivsuffix 1.Pl ex)";-nãĩ;10_1689599119;n;197;11
2268;Janda dari pelaku bigami;Widow(s) of a bigamist;Witwe(n) eines Bigamisten;nãʔĩʔãhã;10_1689599248;n;197;12
2271;Cord , piece (kata bantu bilangan/numeralia saat menghitung tali manik-manik kaca);Cord , piece (auxiliary count word when counting glass bead cords);Schnur, Stück (Hilfszählwort beim Zählen von Glasperlenschnüren);enãkã;10_1689603451;n;197;15
2273;Kapan?;When?;wann?;nãkũãnõ;10_1689604258;n;198;2
2274;Spesies ikan;Fish species;Fischart;enãkũõpõ;10_1689604400;n;198;3
2275;di malam hari;in the evening;abends;nãmãhã:ũmã;10_1689604475;n;198;4
2277;besok, keesokan harinya;tomorrow , the following day;morgen, am folgenden Tage;nãmãnĩxõ;10_1689604576;n;198;6
2278;berselancar;surf;Brandung;enãnãã;10_1689604895;n;198;7
2281;ombak laut;surf of the sea;Brandung des Meeres;enãnãkĩ uʔue;10_1689605942;n;198;10
2282;merentangkan (jaring);stretch out (a net);ausspannen (ein Netz);nãnã́ki;10_1689606013;n;198;11
2286;akar kompartemen;compartment root;Fachwurzel;enãnĩ;10_1689606843;n;199;4
2288;Gunung kecil, bukit di selatan pulau;Small mountain , hill in the south of the island;kleiner Berg, Hügel im Süden der Insel;Nãnũʔṹã;10_1689607013;n;199;6
2290;Gurita;Octopus;Tintenfisch;enãpĩʔĩõõ;10_1689608023;n;199;8
2291;Musang, kucing luwak;Musang , civet cat;Musang, Zibetkatze;enãpĩnãpĩ;10_1689608120;n;199;9
2292;Ayah atau ibu dari seorang anak yang meninggal pada usia 10-15 tahun;Father or mother of a child who died at the age of 10-15;Vater oder Mutter eines Kindes, das im Alter von 10-15 Jahren gestorben ist;napõãhã;10_1689608567;n;199;10
2293;begitu saja, tanpa alasan, tanpa alasan, gratis;just so , without occasion , for no reason , free of charge;nur so, ohne Anlaß, grundlos, gratis;napõnãʔã;10_1689608715;n;199;11
2295;lepaskan sesuatu, lepaskan, buang, buang!;let go of something , let go , throw away , throw down!;laß ab von etwas, laß los, wirf weg, wirf herab!;nãpũ;10_1689608898;n;199;13
2299;nasi yang dimasak;cooked rice;gekochter Reis;nasi;17_1688735525;n;200;4
2301;pagi;morning;morgen;nãʔũmã́nã;17_1688735685;n;200;6
2302;Tanah, bumi;Land , earth;Land, Erde;enã́ũõ;17_1688735785;n;200;7
2305;Lendir hidung, nanah;Nasal mucus , pus;Nasenschleim, Eiter;enẽã;17_1688736513;n;200;10
2308;Sebelumnya, baru-baru ini;Earlier , recently;vorhin, unlängst;nẽʔẽnĩ;17_1688736948;n;200;13
2310;Spesies pohon;Tree species;Baumart;enẽ́hẽ:ĩ;17_1688737303;n;200;15
2311;jilbab;headscarf;Kopftuch;enẽkãʔã;17_1688737409;n;200;16
